program,completed,error,retired_instructions,conditional_branches,taken_branches,jal,jalr,traps,timer_interrupts,config,update_delay,mispredict_barrier,predicted_taken,correct,mispredictions,accuracy_pct,mispred_per_kinst,alias_switches,alias_associated_misses,static_branches,branch_index_pairs,max_indices_per_branch,pht_bits,history_state_bits,lookup_xor_operands,elapsed_seconds
new_with_Mext,1,"",380344553,10825835,10692855,133018,141,2,0,BIMODAL,6,1,10825676,10692926,132909,98.772298,0.349444,34,14,146,146,1,512,0,1,10.134109
new_with_Mext,1,"",380344553,10825835,10692855,133018,141,2,0,GSHARE,6,1,10825581,10692827,133008,98.771383,0.349704,1757,53,146,243,16,512,8,2,10.134109
new_with_Mext,1,"",380344553,10825835,10692855,133018,141,2,0,LAST_TARGET_BRANCH,6,1,10825590,10692836,132999,98.771467,0.349680,307,49,146,245,17,512,16,3,10.134109
new_with_Mext,1,"",380344553,10825835,10692855,133018,141,2,0,LAST_TARGET_ALL_CFI,6,1,10825589,10692841,132994,98.771513,0.349667,287,39,146,243,17,512,16,3,10.134109
new_with_Mext,1,"",380344553,10825835,10692855,133018,141,2,0,SOURCE_PATH_BRANCH,6,1,10825277,10692517,133318,98.768520,0.350519,104324,749,146,1304,256,512,16,3,10.134109
new_with_Mext,1,"",380344553,10825835,10692855,133018,141,2,0,SOURCE_PATH_ALL_CFI,6,1,10825383,10692619,133216,98.769462,0.350251,143070,948,146,1830,256,512,16,3,10.134109
new_with_Mext,1,"",380344553,10825835,10692855,133018,141,2,0,TARGET_PATH_BRANCH,6,1,10825368,10692608,133227,98.769361,0.350280,119481,731,146,2114,256,512,16,3,10.134109
new_with_Mext,1,"",380344553,10825835,10692855,133018,141,2,0,TARGET_PATH_ALL_CFI,6,1,10825377,10692617,133218,98.769444,0.350256,108990,843,146,2296,256,512,16,3,10.134109
new_with_Mext,1,"",380344553,10825835,10692855,133018,141,2,0,NEXT_PC_PATH_BRANCH,6,1,10825380,10692616,133219,98.769434,0.350259,149909,1063,146,1496,248,512,16,3,10.134109
new_with_Mext,1,"",380344553,10825835,10692855,133018,141,2,0,NEXT_PC_PATH_ALL_CFI,6,1,10825325,10692567,133268,98.768982,0.350388,144223,659,146,1872,256,512,16,3,10.134109
new_with_Mext,1,"",380344553,10825835,10692855,133018,141,2,0,EDGE_PATH_BRANCH,6,1,10825329,10692571,133264,98.769019,0.350377,110916,788,146,1582,256,512,16,3,10.134109
new_with_Mext,1,"",380344553,10825835,10692855,133018,141,2,0,EDGE_PATH_ALL_CFI,6,1,10825388,10692626,133209,98.769527,0.350232,116724,594,146,1866,256,512,16,3,10.134109
